id	pj_no	keiyaku_pr	tc_mseki	tt_mseki	levelplan	fukuin	road_st	magutchi	setsudo_hi	setsudo_kj	jigata	hiatari	niwasaki	garage	kobetsu1	kobetsu2	kobetsu3	kobetsu4
train_5422	2335	28900000	129.77	108.26	2F/3LDK	4.0	問題なし	8.6	南	普通	整形地	普通	5.0	2	眺望良			
train_5423	2335	27400000	129.79	108.26	2F/4LDK	4.0	問題なし	8.6	南	普通	整形地	普通	5.0	2	眺望良			
train_5424	2335	29400000	129.8	108.05	2F/4LDK	4.0	問題なし	7.2	南東	普通	整形地	普通	5.0	2	角地			
train_5425	2336	25500000	120.0	98.0	2F/3LDK+S	4.08	問題なし	2.8	北西	普通	敷地延長	普通	5.0	2	宅内高低差あり			
train_5426	2336	27000000	115.0	98.0	2F/4LDK	4.07	問題なし	10.26	北西	普通	敷地延長	普通	5.0	2	宅内高低差あり			
train_5427	2337	31300000	132.91	99.36	2F/4LDK	4.5	問題なし	2.2	東	普通	敷地延長	良い	6.0	2			行き止まり	車進入困難
train_5428	2338	23000000	173.45	105.57	2F/4LDK	6.0	問題なし	11.98	南西	良い	整形地	良い	4.31	2				
train_5429	2338	21900000	194.13	105.16	2F/4LDK	6.0	問題なし	3.0	南西	良い	敷地延長	普通	5.6	2				
train_5430	2339	32000000	141.12	103.5	2F/4LDK	4.0	問題なし	9.4	東	良い	整形地	普通	5.0	2				
train_5431	2340	33990000	119.94	105.98	2F/4LDK	4.0	問題なし	7.57	南＋西	良い	整形地	良い	5.3	2	角地			
train_5432	2340	32990000	131.63	105.99	2F/4LDK	4.0	問題なし	7.8	南	良い	整形地	良い	7.9	2				
train_5433	2340	36500000	147.53	105.99	2F/4LDK	4.0	問題なし	16.2	東	良い	整形地	良い	7.4	2				
train_5434	2341	30800000	70.44	97.7	3F/4LDK	4.0	問題なし	9.1	北西	普通	整形地	悪い	1.0	1				
train_5435	2341	26800000	67.2	96.45	3F/3LDK+S	4.0	問題なし	6.9	北西	普通	整形地	悪い	1.0	1				
train_5436	2342	17300000	133.97	93.0	2F/4LDK	5.0	問題なし	10.2	西＋北	良い	整形地	普通	7.0	2				
train_5437	2342	23300000	152.04	93.0	2F/4LDK	5.0	問題なし	11.9	北	良い	整形地	普通	7.0	2				
train_5438	2343	21990000	99.2	97.7	2F/4LDK	4.0	問題なし	6.5	西	普通	整形地	普通	7.0	2			行き止まり	
train_5439	2344	30300000	142.14	97.0	2F/4LDK	10.91	問題なし	18.5	北東	普通	整形地	普通	0.1	2	裏道			
train_5440	2345	18800000	172.19	99.77	2F/4LDK	4.0	問題なし	3.5	西	悪い	敷地延長	良い	4.8	2				
train_5441	2345	22800000	200.5	104.75	2F/4LDK	4.0	問題なし	10.6	西	良い	整形地	良い	5.1	2				
train_5442	2345	20300000	170.45	101.84	2F/4LDK	4.0	問題なし	9.6	北	良い	整形地	良い	4.9	2				
train_5443	2345	21500000	173.4	103.09	2F/4LDK	4.0	問題なし	23.8	北西	良い	整形地	良い	7.8	2	角地			
train_5444	2346	30000000	123.2	102.47	2F/4LDK	7.9	問題なし	7.4	北東	普通	整形地	悪い	1.0	2				
train_5445	2347	19800000	130.0	110.0	2F/4LDK	6.0	問題なし	9.7	西	良い	整形地	良い	3.8	1	角地			
train_5446	2348	26000000	150.79	104.33	2F/4LDK	6.2	問題なし	2.5	南	悪い	敷地延長	悪い	2.0	2				
train_5447	2349	27500000	130.02	99.78	2F/4LDK	6.0	問題なし	8.1	南西	普通	整形地	良い	2.4	2				
train_5448	2349	23000000	128.27	98.74	2F/4LDK	6.0	問題なし	3.3	南西	普通	敷地延長	悪い	1.9	2				
train_5449	2349	29000000	120.08	97.29	2F/4LDK	8.0	問題なし	8.8	北東	普通	整形地	普通	2.4	2				
train_5450	2349	24000000	125.13	97.7	2F/4LDK	6.0	問題なし	2.6	南西	普通	敷地延長	悪い	1.5	2				
train_5451	2349	28000000	130.01	104.12	2F/4LDK	6.0	問題なし	8.8	南西	普通	整形地	良い	2.4	2				
train_5452	2349	22300000	123.01	99.35	2F/4LDK	8.0	問題なし	2.6	北東	普通	敷地延長	悪い	2.2	2				
train_5453	2349	24500000	120.03	98.52	2F/4LDK	8.0	問題なし	5.8	北東	普通	整形地	普通	1.6	2	ごみ置き場前			
train_5454	2349	27000000	124.22	97.09	2F/4LDK	8.0	問題なし	3.3	北東	普通	敷地延長	悪い	1.9	2				
train_5455	2350	25500000	115.05	91.08	2F/4LDK	6.0	問題なし	2.5	東	良い	敷地延長	良い	2.7	2				
train_5456	2350	29500000	110.21	98.95	2F/4LDK	6.0	問題なし	8.4	西	良い	整形地	良い	2.7	2				
train_5457	2350	25800000	110.24	96.26	2F/4LDK	6.0	問題なし	7.9	西	良い	整形地	良い	2.5	2				
train_5458	2350	26900000	110.55	97.08	2F/4LDK	6.0	問題なし	9.3	東	良い	整形地	良い	2.7	2				
train_5459	2350	25000000	118.3	92.95	2F/4LDK	6.0	問題なし	2.7	東	良い	敷地延長	良い	1.8	2				
train_5460	2350	23800000	118.49	91.5	2F/3LDK	6.0	問題なし	2.7	東	良い	敷地延長	良い	2.0	2				
train_5461	2350	28000000	110.23	97.08	2F/4LDK	6.0	問題なし	8.2	西	良い	整形地	良い	3.0	2				
train_5462	2350	24800000	105.39	97.08	2F/4LDK	6.0	問題なし	7.8	西	良い	整形地	良い	2.7	2				
train_5463	2350	29000000	100.66	96.88	2F/4LDK	6.0	問題なし	19.2	北東	良い	整形地	良い	3.4	2	角地			
train_5464	2350	23800000	103.08	97.71	2F/4LDK	6.0	問題なし	3.5	北	普通	整形地	良い	2.3	1				
train_5465	2350	28000000	130.62	97.61	2F/4LDK	6.0	問題なし	2.7	西	良い	敷地延長	良い	5.0	2				
train_5466	2350	30800000	118.54	100.19	2F/4LDK	6.0	問題なし	4.8	南	普通	整形地	良い	3.0	2				
train_5467	2350	28000000	112.49	107.23	2F/5LDK	6.0	問題なし	20.3	南西	良い	整形地	良い	2.7	2	角地			
train_5468	2350	29000000	101.06	95.22	2F/3LDK	4.0	問題なし	24.4	北西	良い	整形地	良い	2.9	2	三方路			
train_5469	2350	30300000	115.92	101.02	2F/4LDK	4.0	問題なし	30.5	南西	良い	整形地	良い	3.4	2	三方路			
train_5470	2350	29400000	120.4	100.4	2F/4LDK	6.0	問題なし	3.5	南	普通	整形地	良い	4.3	2				
train_5471	2350	30000000	120.55	103.61	2F/4LDK	6.0	問題なし	9.5	南	良い	整形地	良い	4.1	2				
train_5472	2351	28600000	132.5	94.0	2F/4LDK	7.1	問題なし	8.6	南	良い	整形地	良い	6.0	2				
train_5473	2351	28500000	133.0	94.0	2F/4LDK	7.1	問題なし	21.6	南＋西	良い	整形地	良い	6.0	2	角地			
train_5474	2351	29500000	132.5	94.0	2F/4LDK	7.1	問題なし	7.0	南	良い	整形地	良い	5.0	2				
train_5475	2352	22500000	126.53	103.29	2F/4LDK	11.0	問題なし	12.8	南西	普通	不整形地	良い	4.8	2	信号近い	交通量多い	角地	
train_5476	2353	26000000	101.39	98.53	2F/4LDK	5.0	問題なし	10.0	東	普通	整形地	普通	2.9	2				
train_5477	2354	35800000	120.1	105.16	2F/4LDK	4.2	問題なし	8.6	東	普通	整形地	良い	2.0	2				
train_5478	2354	31800000	120.1	102.88	2F/4LDK	4.2	問題なし	7.7	東	普通	整形地	普通	1.0	2				
train_5479	2354	30000000	120.1	107.22	2F/4LDK	4.2	問題なし	9.8	西	良い	整形地	普通	2.0	2				
train_5480	2354	30800000	120.1	107.64	2F/4LDK	4.2	問題なし	6.7	西	普通	整形地	普通	1.0	2				
train_5481	2354	28800000	120.1	105.98	2F/4LDK	4.2	問題なし	9.9	東	普通	整形地	普通	2.0	2				
train_5482	2355	28800000	100.03	97.0	2F/4LDK	6.0	問題なし	11.2	西	良い	整形地	普通	2.0	1				
train_5483	2356	25300000	172.03	105.16	2F/4LDK	4.2	未舗装	3.0	北西	良い	敷地延長	良い	3.49	2	宅内高低差あり			
train_5484	2356	27000000	132.35	101.43	2F/4LDK	4.2	未舗装	7.6	北西	良い	不整形地	良い	5.39	2	宅内高低差あり			
train_5485	2356	23800000	121.79	95.23	2F/4LDK	4.2	未舗装	12.2	北＋北西	良い	不整形地	良い	7.34	2	宅内高低差あり			
train_5486	2357	34000000	152.0	99.22	2F/4LDK	7.9	問題なし	3.0	南西	普通	敷地延長	普通	3.5	2	裏道			
train_5487	2357	29500000	152.0	96.38	2F/4LDK	7.9	問題なし	3.0	南西	普通	敷地延長	普通	4.85	2	裏道			
train_5488	2357	29500000	152.0	98.81	2F/4LDK	6.0	問題なし	3.0	北西	普通	敷地延長	普通	4.14	2	裏道			
train_5489	2357	28800000	152.0	99.22	2F/4LDK	7.9	問題なし	3.0	南西	普通	敷地延長	普通	3.5	2	裏道			
train_5490	2358	25800000	109.23	97.0	2F/4LDK	10.0	問題なし	10.3	西	良い	整形地	普通	2.0	1	宅内高低差あり			
train_5491	2358	25800000	110.08	97.0	2F/4LDK	10.0	問題なし	19.6	東	良い	整形地	普通	2.0	1	角地			
train_5492	2358	26800000	110.0	100.0	2F/4LDK	10.0	問題なし	7.8	東	良い	整形地	普通	2.0	1	宅内高低差あり			
train_5493	2358	25800000	109.24	95.0	2F/4LDK	10.0	問題なし	10.3	西	良い	整形地	普通	2.0	1	宅内高低差あり			
train_5494	2358	26800000	109.24	98.0	2F/4LDK	10.0	問題なし	10.3	西	良い	整形地	普通	2.0	1	宅内高低差あり			
train_5495	2358	27800000	110.29	95.0	2F/4LDK	10.0	問題なし	9.2	東	良い	整形地	普通	2.0	1	宅内高低差あり			
train_5496	2359	30800000	132.81	93.0	2F/4LDK	4.0	問題なし	7.5	西	良い	整形地	良い	2.0	2				
train_5497	2359	28500000	132.81	93.0	2F/4LDK	4.0	問題なし	9.4	北	良い	整形地	普通	2.0	2				
train_5498	2359	33000000	132.82	93.0	2F/4LDK	5.8	問題なし	12.0	西	良い	整形地	良い	1.0	2	二方路	角地		
train_5499	2360	25000000	180.33	115.51	2F/4LDK	4.0	問題なし	13.2	南	良い	整形地	良い	5.0	3				
train_5500	2361	32900000	151.6	105.15	2F/4LDK	6.0	問題なし	14.0	南西＋北西	良い	整形地	良い	3.5	2	角地			
train_5501	2361	29800000	151.61	105.16	2F/4LDK	10.0	歩道あり	8.4	北西	良い	整形地	良い	3.3	2				
train_5502	2361	28900000	151.61	105.98	2F/4LDK	10.0	歩道あり	8.4	北西	良い	整形地	良い	4.2	2				
train_5503	2362	32900000	166.45	111.58	2F/4LDK	4.5	問題なし	14.9	東	良い	整形地	良い	7.42	3				
train_5504	2363	22800000	103.53	99.78	2F/4LDK	5.0	問題なし	18.9	東＋北	良い	整形地	良い	2.73	2				
train_5505	2364	23990000	157.8	103.5	2F/4LDK	7.5	問題なし	2.7	南西	普通	敷地延長	普通	3.0	2				
train_5506	2364	24500000	147.55	100.6	2F/4LDK	7.5	問題なし	2.7	南西	普通	敷地延長	普通	3.0	2				
train_5507	2364	24290000	118.56	103.91	2F/4LDK	7.5	問題なし	5.0	南西	普通	整形地	普通	5.0	2	ごみ置き場前			
train_5508	2364	31300000	111.89	100.19	2F/4LDK	7.5	問題なし	6.9	南西	普通	整形地	良い	5.0	2				
train_5509	2365	26300000	156.17	107.64	2F/4LDK	6.0	問題なし	8.1	南	良い	整形地	良い	9.0	2				
train_5510	2365	26800000	153.2	104.33	2F/4LDK	6.0	問題なし	8.1	南	良い	整形地	良い	9.0	2				
train_5511	2366	23800000	134.81	101.64	2F/4LDK	6.2	問題なし	11.0	東	良い	整形地	普通	4.0	2				
train_5512	2367	32900000	135.69	99.36	2F/4LDK	6.0	問題なし	5.0	南西	普通	敷地延長	普通	1.7	2				
train_5513	2367	36000000	122.07	108.68	2F/4LDK	6.0	問題なし	5.9	南西	普通	整形地	普通	1.5	2				
train_5514	2368	29173334	115.61	96.05	2F/4LDK	4.0	問題なし	9.4	北	普通	整形地	普通	2.5	2	眺望良			
train_5515	2369	30800000	134.29	103.68	2F/4LDK	6.0	問題なし	8.1	南西	良い	整形地	良い	6.32	2	眺望良			
train_5516	2369	29000000	134.29	106.11	2F/4LDK	6.0	問題なし	8.2	南西	良い	整形地	良い	6.42	2	眺望良			
train_5517	2370	23000000	103.3	99.36	2F/4LDK	10.1	問題なし	5.0	東	良い	整形地	良い	3.0	1				
train_5518	2371	38800000	120.1	104.08	2F/4LDK	4.5	問題なし	9.7	東	良い	不整形地	良い	1.0	2	三方路			
train_5519	2371	35300000	120.8	103.68	2F/4LDK	6.0	問題なし	9.2	南	普通	整形地	良い	1.0	2	眺望良			
train_5520	2371	30800000	136.02	104.89	2F/4LDK	4.5	問題なし	3.0	西	普通	不整形地	普通	1.0	2	眺望良			
train_5521	2371	31000000	113.32	105.3	2F/4LDK	6.0	問題なし	7.3	南	普通	不整形地	良い	1.0	2	眺望良			
train_5522	2371	32700000	114.16	104.49	2F/4LDK	4.5	問題なし	10.2	東	普通	不整形地	普通	1.0	2	角地			
train_5523	2371	38800000	120.12	108.54	2F/4LDK	6.0	問題なし	9.4	南	普通	整形地	良い	1.0	2	眺望良			
train_5524	2371	31800000	120.3	111.77	2F/4LDK	6.0	問題なし	10.0	西	普通	不整形地	普通	1.0	2	角地			
train_5525	2371	32000000	138.04	106.92	2F/4LDK	4.5	問題なし	3.0	東	普通	整形地	普通	1.0	2	眺望良			
train_5526	2371	35300000	119.28	107.72	2F/4LDK	6.0	問題なし	9.0	南	普通	不整形地	良い	1.0	2	眺望良			
train_5527	2371	33800000	120.09	108.54	2F/4LDK	4.5	問題なし	9.8	東	普通	不整形地	普通	1.0	2	三方路			
train_5528	2372	20500000	150.19	109.0	2F/4LDK	6.0	問題なし	10.8	南	良い	整形地	良い	5.41	2	角地			
train_5529	2372	17300000	150.19	109.0	2F/4LDK	6.0	問題なし	11.0	南	良い	整形地	良い	5.03	2	角地			
train_5530	2372	15800000	161.83	108.0	2F/4LDK	6.0	問題なし	7.0	北	良い	整形地	良い	3.5	2	眺望良			
train_5531	2372	20000000	150.19	111.0	2F/4LDK	6.0	問題なし	12.9	南	良い	整形地	良い	2.2	2	眺望良			
train_5532	2372	19000000	155.6	108.5	2F/4LDK	6.0	問題なし	13.4	南	良い	整形地	良い	2.48	2	角地			
train_5533	2372	20800000	155.49	105.0	2F/4LDK	6.0	問題なし	12.2	南	良い	整形地	良い	5.58	2	角地			
train_5534	2372	17300000	155.5	105.0	2F/4LDK	6.0	問題なし	12.0	南	良い	整形地	良い	4.68	2	眺望良			
train_5535	2372	15500000	155.5	101.25	2F/4LDK	6.0	問題なし	15.4	北	良い	整形地	良い	6.42	2	眺望良			
train_5536	2373	31000000	121.73	98.11	3F/3LDK	6.0	歩道あり	15.1	西	普通	不整形地	悪い	4.4	1				
train_5537	2373	33000000	132.02	107.44	2F/4LDK	6.0	歩道あり	7.4	西	普通	整形地	悪い	3.6	2				
train_5538	2374	27550000	83.69	120.05	2F/4LDK	6.1	問題なし	6.97	西	普通	整形地	普通	3.09	2				
train_5539	2375	19990000	215.77	105.98	2F/4LDK	6.0	問題なし	11.0	西＋北	良い	整形地	良い	5.0	2				
train_5540	2376	27000000	127.27	93.0	2F/4LDK	5.0	問題なし	10.0	北	普通	整形地	普通	2.0	2	眺望良			
train_5541	2377	28300000	140.77	103.09	2F/4LDK	4.0	問題なし	8.7	北	良い	整形地	良い	3.8	2				
train_5542	2377	35530000	150.1	105.16	2F/4LDK	4.0	問題なし	8.4	西	良い	整形地	良い	2.6	2				
train_5543	2377	36900000	160.79	107.64	2F/4LDK	4.0	問題なし	13.7	北＋西	良い	整形地	良い	7.3	2	角地			
train_5544	2378	21000000	73.04	108.0	3F/4LDK	6.0	問題なし	6.7	北	普通	整形地	悪い	4.0	1	宅内高低差あり			
train_5545	2378	20000000	73.0	110.0	3F/4LDK	4.0	問題なし	10.1	東	普通	整形地	普通	4.0	1	宅内高低差あり			
train_5546	2379	28980000	138.76	108.89	2F/4LDK	11.5	歩道+緑地帯あり	3.0	北	普通	敷地延長	普通	2.0	2				
train_5547	2379	34000000	138.75	110.54	2F/5LDK	11.5	歩道+緑地帯あり	10.0	北	普通	整形地	普通	2.5	2				
train_5548	2379	27000000	138.75	108.47	2F/4LDK	11.5	歩道+緑地帯あり	3.0	北	普通	敷地延長	普通	2.0	2				
train_5549	2380	32000000	136.87	105.98	2F/4LDK	8.0	歩道あり	10.0	西	普通	不整形地	普通	6.58	2				
train_5550	2381	17800000	150.04	98.0	2F/4LDK	6.2	問題なし	10.0	南	良い	整形地	良い	7.17	3	眺望良			
train_5551	2382	27900000	142.58	108.06	2F/4LDK	5.0	問題なし	12.3	北	良い	整形地	普通	3.2	2	角地			
train_5552	2383	34000000	109.02	104.33	2F/4LDK	8.0	問題なし	10.5	南東＋北東	良い	整形地	良い	1.8	2	角地			
train_5553	2384	27100000	106.25	103.5	2F/4LDK	7.5	問題なし	20.0	南東	普通	整形地	良い	5.0	2	交通量多い			
train_5554	2385	29500000	128.0	93.0	2F/4LDK	6.0	問題なし	14.1	東＋南西	良い	整形地	普通	3.0	2		角地		
train_5555	2385	29000000	128.0	93.0	2F/4LDK	10.9	問題なし	9.7	南西	良い	整形地	普通	7.0	2				
train_5556	2386	21800000	87.44	93.0	2F/3LDK	4.0	問題なし	7.6	西	普通	整形地	普通	1.0	1				
train_5557	2387	17300000	100.47	93.0	2F/4LDK	5.0	問題なし	8.5	北	良い	整形地	悪い	2.0	1				
train_5558	2388	23800000	112.67	93.0	2F/4LDK	6.0	問題なし	8.0	北西	普通	整形地	良い	3.0	2				
train_5559	2388	27500000	112.67	93.0	2F/4LDK	6.0	問題なし	10.0	北西	普通	整形地	良い	2.0	2				
train_5560	2388	30300000	112.67	93.0	2F/4LDK	5.0	問題なし	10.0	南西＋北西	普通	整形地	良い	4.0	2	角地	二方路		
train_5561	2389	42000000	123.8	95.22	2F/4LDK	4.0	問題なし	3.7	南	普通	敷地延長	普通	1.0	2				
train_5562	2390	38800000	159.56	105.81	2F/4LDK	6.0	問題なし	9.5	南西	良い	整形地	良い	8.2	2				
train_5563	2391	34000000	240.02	107.64	2F/4LDK	6.7	問題なし	11.5	北	普通	整形地	良い	6.0	2				
train_5564	2391	34800000	266.97	106.81	2F/4LDK	6.7	問題なし	12.5	北	普通	整形地	良い	10.0	2				
train_5565	2392	18300000	151.14	106.81	2F/4LDK	3.6	問題なし	24.7	西	悪い	不整形地	普通	7.0	2	行き止まり	車進入困難		
train_5566	2393	26990000	106.3	105.0	2F/4LDK	7.2	問題なし	9.1	北	普通	整形地	良い	1.0	2	眺望良			
train_5567	2393	28000000	109.0	108.0	2F/4LDK	7.2	問題なし	10.2	北	普通	不整形地	良い	1.0	2	眺望良			
train_5568	2394	20000000	117.35	102.68	2F/4LDK	4.0	問題なし	2.0	北	悪い	間口狭・奥行長	良い	2.0	2				
train_5569	2395	33000000	78.77	105.16	3F/4LDK	8.0	問題なし	7.4	南東＋南西	良い	整形地	良い	0.0	1	角地			
train_5570	2396	24000000	141.57	104.74	2F/4LDK	6.0	問題なし	10.3	南西＋西	良い	整形地	普通	2.0	2	二方路			
train_5571	2397	24000000	147.19	105.99	2F/4LDK	4.0	問題なし	10.2	南	普通	整形地	良い	5.0	2				
train_5572	2397	22300000	139.9	105.99	2F/4LDK	4.0	問題なし	8.0	南	普通	整形地	良い	7.0	2				
train_5573	2397	24300000	162.96	105.99	2F/4LDK	6.6	問題なし	12.3	北	普通	整形地	良い	3.0	2				
train_5574	2397	24500000	209.41	105.15	2F/3LDK	6.4	問題なし	14.4	北	普通	整形地	良い	4.5	2				
train_5575	2397	24300000	148.78	105.98	2F/4LDK	4.0	問題なし	15.0	南	普通	整形地	良い	2.5	2				
train_5576	2397	23300000	135.35	105.98	2F/4LDK	6.3	問題なし	10.7	東	普通	整形地	良い	4.0	2				
train_5577	2397	21800000	130.3	105.99	2F/4LDK	6.3	問題なし	8.5	東＋北	普通	整形地	良い	1.5	2				
train_5578	2397	27000000	173.12	105.99	2F/4LDK	6.2	問題なし	13.3	東＋南	普通	整形地	良い	4.0	2				
train_5579	2398	39980000	167.95	108.47	2F/4LDK	4.0	問題なし	10.7	北	普通	整形地	普通	5.5	2				
train_5580	2399	20000000	163.26	105.99	2F/4LDK	7.8	問題なし	12.5	南＋西	良い	整形地	良い	3.31	2	前面道が坂途中	角地	眺望良	
train_5581	2400	33400000	91.1	93.0	2F/4LDK	4.0	問題なし	10.1	東	普通	整形地	良い	1.0	1	眺望良			
train_5582	2400	28000000	100.02	93.0	2F/4LDK	4.0	問題なし	2.8	東	普通	整形地	良い	1.0	1	眺望良			
train_5583	2401	23300000	101.35	93.0	2F/4DK	4.3	問題なし	10.0	東	普通	整形地	良い	6.0	1	角地			
train_5584	2402	29800000	62.55	93.0	3F/3LDK	4.7	問題なし	8.2	東	普通	整形地	普通	0.0	1	宅内高低差あり			
train_5585	2403	21800000	133.45	101.22	2F/4LDK	4.0	問題なし	7.2	北	普通	整形地	普通	3.7	2				
train_5586	2404	33500000	104.23	107.65	2F/4LDK	4.0	問題なし	8.6	西	普通	整形地	良い	1.3	1				
train_5587	2405	27800000	109.83	97.61	2F/4LDK	16.0	問題なし	7.2	北	普通	整形地	普通	2.2	1				
train_5588	2405	26500000	131.76	94.39	2F/4LDK	16.0	問題なし	2.7	北	悪い	敷地延長	良い	2.1	1				
train_5589	2405	28000000	105.12	95.63	2F/4LDK	9.0	問題なし	9.5	東	良い	整形地	良い	1.7	1				
train_5590	2405	26500000	123.48	95.01	2F/4LDK	9.0	問題なし	2.7	東	悪い	敷地延長	良い	1.7	1				
train_5591	2405	28800000	112.01	99.57	2F/4LDK	9.0	問題なし	19.4	北東	良い	整形地	普通	1.4	1				
train_5592	2405	26000000	110.07	98.85	2F/4LDK	16.0	問題なし	7.2	北	普通	整形地	普通	2.5	1				
train_5593	2405	29500000	110.17	99.77	2F/4LDK	9.0	問題なし	8.4	東	良い	整形地	普通	1.6	1				
train_5594	2406	25500000	128.33	93.0	2F/4LDK	6.0	問題なし	10.7	南	良い	整形地	普通	6.0	2				
train_5595	2406	18800000	169.4	93.0	2F/4LDK	6.0	問題なし	2.0	南	悪い	敷地延長	普通	4.0	2				
train_5596	2407	39900000	139.04	110.95	2F/4LDK	6.0	問題なし	6.3	北	良い	整形地	良い	6.0	2				
train_5597	2408	33800000	70.14	108.78	3F/4LDK	4.8	問題なし	6.3	東	悪い	整形地	普通	0.7	1	前面道が坂途中			
train_5598	2409	21000000	100.0	96.46	2F/3LDK	6.0	問題なし	8.0	南	良い	整形地	良い	2.0	1				
train_5599	2410	21500000	116.42	117.16	2F/4LDK	4.0	未舗装	7.7	北	悪い	整形地	普通	2.9	1				
train_5600	2410	21500000	116.43	106.81	2F/4LDK	4.0	未舗装	7.5	北	悪い	整形地	普通	2.9	1				
train_5601	2410	20800000	116.43	114.47	2F/3LDK+S	4.0	未舗装	7.1	北	悪い	整形地	普通	2.5	2				
train_5602	2410	21500000	116.43	106.81	2F/4LDK	4.0	未舗装	7.5	北	悪い	整形地	普通	2.9	2				
train_5603	2411	17000000	217.0	99.0	2F/4LDK	5.1	問題なし	27.6	北	良い	整形地	良い	10.3	3	角地			
train_5604	2411	15000000	217.0	99.0	2F/4LDK	5.1	問題なし	12.3	北	良い	整形地	良い	8.3	2	眺望良			
train_5605	2412	24000000	118.3	98.82	2F/4LDK	6.0	問題なし	7.9	西	普通	整形地	普通	6.0	2	宅内高低差あり			
train_5606	2412	5500000	37.27	0.0		6.0	問題なし	2.4	西	普通	間口狭・奥行長	普通	2.5	2	宅内高低差あり			
train_5607	2412	25700000	141.49	99.63	2F/4LDK	6.0	問題なし	9.5	西	良い	整形地	普通	6.0	2	宅内高低差あり			
train_5608	2413	33500000	122.9	93.57	2F/4LDK	6.0	問題なし	2.6	西	悪い	敷地延長	普通	3.0	2	床暖房付		ごみ置き場前	
train_5609	2413	44000000	132.97	108.47	2F/4LDK	6.0	問題なし	17.6	西＋南	良い	不整形地	良い	5.0	2	床暖房付	角地	ごみ置き場前	
train_5610	2413	34500000	122.22	0.0		6.0	問題なし	7.6	南	良い	整形地	良い	0.0	0				
train_5611	2413	34800000	120.18	0.0		6.0	問題なし	7.6	南	良い	整形地	良い	0.0	0				
train_5612	2414	28800000	173.44	108.26	2F/4LDK	4.0	問題なし	3.8	東	良い	整形地	普通	5.0	2	裏道	行き止まり途中		
train_5613	2414	23900000	127.01	108.06	2F/4LDK	4.0	問題なし	6.7	西	良い	整形地	普通	3.0	2	裏道	行き止まり途中		
train_5614	2414	22700000	135.96	108.89	2F/4LDK	4.0	問題なし	11.4	西	良い	整形地	普通	3.0	2	裏道	行き止まり途中		
train_5615	2414	22900000	135.96	108.89	2F/4LDK	4.0	問題なし	12.0	西	良い	整形地	普通	5.0	2	裏道	行き止まり途中		
train_5616	2415	23300000	116.91	102.46	2F/5LDK	4.9	問題なし	7.8	北	良い	整形地	良い	2.0	2				
train_5617	2416	26800000	119.62	99.98	2F/4LDK	5.0	問題なし	10.0	北	良い	整形地	普通	2.0	2				
train_5618	2417	28800000	175.6	106.19	2F/4LDK	5.0	問題なし	12.32	南	良い	不整形地	良い	6.73	2				
train_5619	2417	25500000	212.69	105.99	2F/4LDK	5.0	問題なし	4.49	南	悪い	敷地延長	良い	7.13	3	アパート南隣			
train_5620	2418	33000000	103.78	92.53	2F/4LDK	6.2	問題なし	7.3	北	良い	整形地	良い	2.5	1				
train_5621	2419	29800000	343.62	107.65	2F/4LDK	4.0	問題なし	2.0	東	悪い	敷地延長	良い	6.0	2	地役権有			
train_5622	2419	32800000	343.62	108.67	2F/4LDK	4.0	問題なし	15.0	東＋北	普通	整形地	良い	8.0	2				
train_5623	2419	28800000	335.0	109.09	2F/4LDK	4.0	問題なし	2.0	東	悪い	敷地延長	良い	6.0	2	地役権有			
train_5624	2419	29800000	335.92	107.64	2F/4LDK	4.0	問題なし	2.0	東	悪い	敷地延長	良い	8.0	2	地役権有	ごみ置き場前		
train_5625	2419	32900000	341.83	107.23	2F/4LDK	4.0	問題なし	21.0	北東	普通	整形地	良い	8.0	2				
train_5626	2420	27800000	63.69	102.87	3F/3LDK	4.0	問題なし	5.9110000000000005	北	普通	整形地	悪い	1.6	1	車進入困難			
train_5627	2421	24000000	93.82	93.15	2F/4LDK	4.4	問題なし	5.9	東	普通	間口狭・奥行長	良い	0.9	1				
train_5628	2422	21800000	188.98	108.46	2F/4LDK	4.0	問題なし	5.0	北	良い	整形地	良い	5.0	3				
train_5629	2422	23400000	186.43	108.47	2F/4LDK	4.0	問題なし	5.0	北	良い	整形地	良い	5.0	3				
train_5630	2423	19000000	201.0	110.33	2F/4LDK	5.0	問題なし	13.6	北東	良い	整形地	普通	3.0	3				
train_5631	2423	19800000	201.0	109.3	2F/4LDK	5.0	問題なし	13.6	北東	良い	整形地	普通	3.0	3				
train_5632	2424	21800000	131.37	104.74									0.0	0				
train_5633	2425	20800000	114.89	102.67	2F/4LDK	6.0	歩道あり	8.4	東	良い	整形地	普通	2.0	2				
train_5634	2426	24000000	183.79	106.81	2F/4LDK	4.0	問題なし	13.1	南	良い	整形地	良い	2.0	3				
train_5635	2427	23800000	120.65	98.33	2F/4LDK	6.2	問題なし	3.1	北西	良い	敷地延長	普通	3.0	2				
train_5636	2428	28800000	166.11	114.68	2F/4LDK	4.5	問題なし	8.5	東	普通	整形地	普通	3.0	2				
train_5637	2428	27800000	173.89	105.99	2F/4LDK	4.5	問題なし	3.0	東	普通	敷地延長	悪い	2.8	2				
train_5638	2429	25800000	109.24	98.0	2F/4LDK	5.0	問題なし	10.3	西	良い	整形地	良い	1.64	1	眺望良			
